INDICE,puntuacion,direccion,guionista,descripcion,mes_estreno,titulo,anio
740,-,James Rath,James Rath,"Since an infant I've always had difficulty sleeping. Partially due to my nystagmus moving my eyes constantly and with very active mind, my brain seems never to slowdown. This short film showcases the daily struggles I face attempting to fall asleep at reasonable time.",-,nocturnal,2016
741,-,Elzat Eskendir,Elzat Eskendir,-,-,off-season,2016
742,-,Emil Aminpay,Emil Aminpay,-,-,16 years,2016
743,-,Akshay Choubey,-,"A film about who we were and who we've become, how socialising was and where its reached, how something as simple as laughing has taken a complicated turn.",9,laugh,2016
744,-,Elzat Eskendir,Elzat Eskendir,-,-,off-season,2016
745,-,Omer Ben-Shachar,Omer Ben-Shachar,A single photograph bridges the gap between an elderly mother living with dementia and her dedicated daughter looking for a way to connect.,-,nina,2016
746,-,Francisco Sevilla,-,"A priest wanting to give a lesson to a corrupt politician and a drug dealer is involved in an accident murder, which causes him to lose his mind by making a serious mistake, suicide.",10,en el nombre del padre,2016
747,-,"['Keicy Martins', 'Breno Nina']",-,-,-,bodas de papel,2016
748,-,Kristian Snow,Pierre Jackson,"Sister Marie-Rose has the chance to evangelize on an outreach trip to the United States. During her exhaustive prayer time, a close friend, Sister Abigail, arrives. Sister Abigail is concerned about her makeup, and flustered by Sister Abigail's focus on spiritual matters when their is practical urgency to be on time for the final team meeting before the outreach flies... Leer todo",-,le missionaire,2016
749,-,Arnaldo Delehaye,"['Arnaldo Delehaye', 'Ettore Zito']",-,35,bruciate napoli,2016
750,8.0,Matan Yaniv,Matan Yaniv,"Merav is a girl from Karmiel that lives a simple life with her brother and mother. When her brother is being sick, her morality is tested while she meets a young boy that suggesting to help her dying brother.",16,brother,2016
751,7.9,Todd Larson,Todd Larson,"Victor Le Duesbahge, a young and accomplished chef out of Cordon Bleu, meets two unlikely contestants in the battle for a grand prize of $10,000.",17,axed (halloween horror),2016
752,-,Mehdi Barsaoui,Mehdi Barsaoui,"Baba Azizi is an old man, who has not been spared by illness. Passed around by his adult children, he finds himself at his daughter's for a couple of days. An ordeal is expected, but things will not go as he imagines.",19,khallina hakka khir,2016
753,-,Jalan Lamichhane,Aayan Khadka,-,-,prapak doctor,2016
754,-,Yueh-Tzu Sun,Yueh-Tzu Sun,-,24,the door,2016
755,-,Bruno Autran,Bruno Autran,"About memory, small gestures, emotions and superheroes. A minimalist portrait of the daily life of two elderly.",12,dueto,2016
756,-,Milad Moore,"['Milad Moore', 'Peshang Rad']",-,17,30 rena dagar,2016
757,-,Aayush Joshi,Aayush Joshi,"'Mirror' follows the journey of antithetical twin brothers Ryan and Aaron. Aaron is hardworking and loyal to the British army, whereas Ryan is lazy and unemployed. After the continuous lecturing from Aaron and the turn of events, will Ryan change?",6,mirror,2016
758,-,Christopher Davison,Christopher Davison,-,-,the deal,2016
759,-,Daniel Gouveia,Daniel Gouveia,-,-,saudade,2016
760,-,Lin Yi-Chuang,-,-,26,eyes wide,2016
761,-,Robert Zerbst,"['Quynh Trang Chu', 'Linda Hartwig', 'Friedrich Schiller']",-,11,maria stuart,2016
762,-,"['Benjamin Mc', 'Clain']",Jayde Kief,-,-,driving for a change,2016
763,-,Tatiana Wisniewski,"['Jessica Daussenn', 'Felipe Nascimento', 'Claudiany Shutz']","Experiência cinestésica sobre os sentimentos entre um casal: Tristeza, Ódio, Amor e Alegria.",2,audire. videre. sentire.,2016
764,-,Patrick West,Patrick West,A wannabe astronaut discusses his hopes and dreams ignorant to the fact that he will be dead by morning.,2,all in good time,2016
765,-,Alberto Carpintero,Alberto Carpintero,-,4,ciegos,2016
766,-,"['Consuelo Cipriani', 'Matteo Vanni']","['Consuelo Cipriani', 'Matteo Vanni']",-,12,l'immutabile divenire - the unchanging become,2016
767,-,Jessie Rodríguez,"['Paola Scarfullery', 'Marta Sánchez', 'Héctor Pittman Villarreal']","Directed by Jessie Rodríguez, SOMETHING WE WERE NOT EVEN SEEKING is an exciting short film that tells the story of Isidro, a man that has been locked up within his town and himself for 72 years. One day he decides to open himself up to the world and rediscover life. The causer is a mysterious woman called Matilda whom he keeps correspondence through poems and postcard... Leer todo",-,algo que ni siquiera buscábamos,2016
768,-,Narendra Nath,Narendra Nath,The story of a sex worker 'Mona' and how her life changes when she interacts with a seven-year-old boy.,14,on mona's birthday,2016
769,-,Narendra Nath,Narendra Nath,'Excuse Me..I Love You!' is a drama around Romance with a phenomenon of 'What goes around comes around'.,12,excuse me i love you!,2016
770,-,Tomás Gómez Bustillo,Tomás Gómez Bustillo,-,-,flight,2016
771,7.8,"['Taysir Mathlouthi', 'Andrien Pernin']",-,"Magda and her four friends form a band. Young musicians misfits, living by wandering, as talented as lazy, as electrifying as immature, whose soft madness sometimes generates great violence. Yet a desire, more and more pronounced, torments Magda : to give to the group a path rather than a voice.",14,zone,2016
772,8.5,Emna Bouyahia,-,A gang of students pulls an elaborate scam to make some money until they find themselves caught in their own gimmick.,25,lila kalba,2016
773,8.5,Mohamed Kaïs Zaied,-,"In a narrow and almost empty room, a man begins his day. His gestures, precise and mechanical, testify of a deep routine without any other indication. The man begins the reading of a book and takes us deep into the confusion between the fiction of the book and his own reality. Throughout the pages, the truth comes to light.",9,taliq,2016
774,-,Narcisse Wandji,"['Françoise Ellong', 'Narcisse Wandji']","Richard MEKA , former CEO of « NTEP and SON « is imprisoned in MABIDO detention center where he is awaiting trial in vain for 4 years. He saw this as a real torture , but what gives him the strength to endure , it is his son , Martin Meka , who is also his lawyer.",14,walls,2016
775,9.0,Raya Bouslah,Raya Bouslah,"Married for three years, a young couple suffers from the monotony of everyday's life. With the lack of communication, their love is put to the test.",17,rouge sur blanc,2016
776,-,"['Boran Güney', 'Erhan Yürük']",Yigit Sertdemir,-,-,sizo seyks,2016
777,-,Georges Hazim,-,"Oscillating between love and instinct, two girls confront their incompatibility and struggle to remain close.",15,min rahem al-sama,2016
778,-,Amro Ali,-,"During the ongoing war in Syria, an old man falls into a coma. His young son lives in a struggle between his own ambitions and his commitments toward his old sick father.",16,al-ghaybouba,2016
779,-,Indranil Banerjee,Indranil Banerjee,"Mirage means an optical illusion caused by atmospheric conditions, especially the appearance of a sheet of water in a desert or on a hot road caused by the refraction of light from the sky by heated air.",4,the mirage,2016
780,-,Ruslan Sorokin,Ruslan Sorokin,-,8,nochnaya smena,2016
781,-,Ruslan Sorokin,"['Andrew Bird', 'Alan Price', 'Maxim Reality']",-,21,korol lir,2016
782,6.0,Naftali Beane Rutter,Naftali Beane Rutter,"A young man hides in the bathroom after a school shooting, shaken by what has just happened and trying to come to grips with the event. But soon he discovers he's not alone.",-,wild animals,2016
783,-,Damien Foley,-,-,-,sand,2016
784,-,Amir Hashmi,Sukhdeep Singh Sukhi,-,4,mirror of the clean india,2016
785,-,Khdiwi,Khdiwi,"Into the wine, A night between social relations and a young woman who lives alone, experiencing difficulties in her social life, away from all means of communication, and any one i her social circle wants to say some thing to her haven't anything to do just leave a letter down the door of her house, she avoids to face until she gets totally into the wine.",4,the goodbye wine,2016
786,-,Kaneeka Patel,Kaneeka Patel,-,8,around the corner,2016
787,-,Dinis Leal Machado,Dinis Leal Machado,-,-,sentir os ombros,2016
788,-,Dinis Leal Machado,Daniel Leal Machado,-,37,terra nuclear,2016
789,-,Zachary Ayotte,Zachary Ayotte,"A prequel to ""Just A Feeling (2016)"", the film follows two young lovers who embark on a trip that will eventually lead them to heartbreak and murder.",5,l'hiver le plus froid,2016
790,-,Zachary Ayotte,Zachary Ayotte,"After many years together, a dysfunctional couple spends some time apart, each of them reminiscing to figure out what went wrong in their relationship. And who is to blame.",6,just a feeling,2016
791,9.4,Michelle Beltran,Michelle Beltran,-,-,buenas noches dia,2016
792,-,Sree Chaitu,Sree Chaitu,"This film revolves around Pravallika an independent woman who tries to hide herself due to some circumstances and later realizes what she is meant to be. This is not just a film ,but its a moment which will make people think and relate about themselves.",25,raagam,2016
793,-,Sree Chaitu,"['Sree Chaitu', 'Drithin']",-,-,jallu,2016
794,-,Morgan Szymanski,Morgan Szymanski,What happens when you throw a corps into a den of vipers? Mystery and suspense in this thrilling short film.,-,a killing,2016
795,7.1,Constantin Popescu,Alina Apostu,"Andreea decides to follow her heart and visit Ninel, a guy that she has met online, although she hardly knows anything about him and in fact has never even seen him.",26,ninel,2016
796,-,"['Rodrigo Menen', 'Miguel Ángel Muñiz']",Miguel Ángel Muñiz,-,6,apariencias,2016
797,-,Elston Wong,"['Michael Maddeaux', 'Elston Wong']",-,6,hold,2016
798,-,Miguel Ángel Muñiz,Miguel Ángel Muñiz,-,4,inevitable,2016
799,-,Zura Chakhunashvili,Zura Chakhunashvili,-,9,dick laurent is dead,2016
800,-,Michal Materna,Michal Materna,-,20,perseidy,2016
801,-,Mateusz Czuchnowski,"['Mateusz Czuchnowski', 'Marcin Wierzchowski']","The protagonists of the film are a father and his son. The man is struggling with basic financial problems and his child has diabetes. They are refugees who left a closed immigration center, trying their luck and looking for a quiet place to live in Warsaw. They find a desolate square where they occupy a trailer, as their temporary home. Their appearance, however, tri... Leer todo",17,sen o warszawie,2016
802,-,Piyush Srivastava,Pardeep Kumar,-,-,unicef #fairstart,2016
803,7.1,Sameh Alaa,Sameh Alaa,-,11,the steak of aunt margaux,2016
804,-,Jan R. Wagner,Jan R. Wagner,-,15,"nicht hier, nicht da - not here, not there",2016
805,-,Nick Azzaro,Nick Azzaro,"Set in a near future, Cry Room tells the story of a tormented young man who has lost his identity, and looks for help in a place where suffering people can let go of all their agony, and eventually find peace.",5,cry room,2016
806,-,Damian Kocur,"['Damian Kocur', 'Yulia Yukhymets']","Ania comes out of prison on her first thirty-hour leave. At home, her husband and toddler son are waiting for her arrival. Everything is prepared - the whole family is to leave the country during Ania's time out of prison. Before the escape, she decides to once again meet the family of the person that she killed.",21,powrót,2016
807,-,Alexandre De Bellefeuille,Alexandre De Bellefeuille,-,9,comment par un beau matin d'avril,2016
808,-,Nesma Zazou,Nesma Zazou,A European Muslim girl faces intensive incidents of bullying on her way back home in London after 2015 Paris terrorist attack. She meets an angry young man who vents out all his negative emotions about the incident on Facebook in a status.,-,status update,2016
809,-,Emraanakbar Enamdar,-,"The film revolves around the story of a girl who single handedly manages to be a breadwinner for her family and also thus take care of her boyfriend ( Karan ) who is unemployed and depends on her heavily , karan does all time of wrong doing with her money including doing drugs . one fine day he is just catching up with his friend as he see's the ring that his friend h... Leer todo",-,girls revolution,2016
810,-,Emraanakbar Enamdar,-,-,-,poke go,2016
811,-,Dee Dogan,Dee Dogan,Berivan is a self-determined young women who is stuck between her own desires and the expectations of her culture. Berivan's determination to move out of her family home to lead an independent life leads to unforeseen complications.,12,a loss,2016
812,9.2,Sélim Gribâa,Sélim Gribâa,"Zeineb is a young woman who, being distracted by a camera crew, finds herself through a mysterious street in the Medina. Before her stands a gate that she and her friend Mourad have to pass through.",12,bab jedid,2016
813,5.9,Hiromi Taniguchi,Chika Suzumura,"In the story, the protagonist Youtarou Misaki finds himself lying on the beach one day. He is picked up by Arashi, who manages a restaurant called Kurage no Shokudou. When asked who he is, the protagonist tells a lie that he lost his memory-but he remembers everything, including the fact that his twin brother died.",-,kurage no shokudou,2016
814,-,Luis Arango,Coco Solari,-,-,aquí termina todo,2016
815,-,Nicole Bogdanovic,Nicole Bogdanovic,"The short film ""Absence of Her"" is about how the abuse of a woman's body is remembered. It also discusses society's obsession to objectify and sexualize women's bodies and how it is hurting our perceptions of how we see women.",5,absence of her,2016
