,puntuacion,datos_direccion,datos_guion,argumento,duracion_minutos,nombre_peli,anio_peli
2227,4.6,Jon Keeyes,Jon Keeyes,One woman's tragic journey through psychotic postpartum depression.,4,angela's body,2009
2228,7.1,Raymond Cinemato,['Christopher Raymond Smith'],Lou Peavy applies for a peculiar government permit that authorizes a strange personal desire to be executed.,8,1:03am,2009
2229,7.5,Daniel Laabs,Daniel Laabs,"Casual acquaintances, Robert and Marian, travel to Odessa, TX to pick up a painting and along the way develop a unique relationship.",14,sleet/snow,2009
2230,,,,,,shattered allegiance,2009
2231,-,Nathaniel Connella,Nathaniel Connella,A young couple struggles with the emotional consequences of having a ménage-á-trois.,6,rancid,2009
2232,8.2,Víctor Bárcena,Víctor Bárcena,"Abel, a very little child, arrives to the big city after his father's death with his only brother, Mario. The loneliness he is going to experience will make him take decisions whose traumatic consequences he would have never suspected.",19,las manos de abel,2009
2233,7.9,Rory Bain,"['Rory Bain', 'Fareen Butt', 'Ali Khan']",A Muslim American teen is on a spiritual quest and seeking the approval of his Sheikh. He discovers temptation when he meets his beautiful next door neighbor.,28,the whirling dervish,2009
2234,-,['Patricia Mac Dowell'],['Patricia Mac Dowell'],"Jane is a medieval young woman forced to abide by her parents' wishes. Jessica is a petulant modern woman who does not accept responsibility for her actions. Centuries separate them across a table, but their lives become intertwined and their destinies forever altered when their roles are inexplicably reversed.",7,centuries across the table,2009
2235,6.7,Magne Pettersen,Magne Pettersen,-,9,søpla,2009
2236,6.7,Magne Pettersen,Magne Pettersen,-,9,afterday,2009
2237,7.4,Louis Anajjar,Louis Anajjar,"Along the downtown streets of Chicago, a young bohemian pursues an inspiring revolt against isolation, repression, permanence and fear with the aid of a bright yellow soccer ball - connecting strangers, the cityscape, and life itself, he experiences a liberation that he will surprisingly re-live years later in New York City as a Wall Street investor.",15,futbolanthropology,2009
2238,7.7,Lorenzo Corvino,Lorenzo Corvino,"Inside a city's public park, a young woman is jogging and listening to music on her mp3, a girl affected by autism, on a bench, is playing with her Barbie doll, two young men, under a tree, are smoking and playing with their PSP. The lives of these four characters are intertwined by a common destiny of outrageous savagery.",17,abbi cura di te,2009
2239,-,Aner Moss,Aner Moss,-,25,when it's dark,2009
2240,-,['Virginia Powers Hendry'],['Virginia Powers Hendry'],"The story centers on a Serbian man (NIKOLA) whose family was killed during the political uprising in Srebrenica in the 1990s. One day as he works alone in his tiny workshop, he discovers one of his puppets has fallen over a picture of his deceased son (PAVLE). Nikola believes that the puppet is his son returned from the dead. We watch as Nikola re-connects with his lo... Leer todo",-,pavle the boy,2009
2241,6.5,Christoph Kuschnig,"['Bora Kim', 'Christoph Kuschnig']","Itinerant handyman, Alex, no stranger to life on the road. But his life takes a sharp turn when Lili, a mysterious young hitchhiker obsessed with sex and suicide, appears in the back of his truck.",13,eiko,2009
2242,8.1,Ben Garchar,Ben Garchar,"Jake, Midwest High School's star long distance runner, is overtaken by anorexia and sexual fantasy.",13,run to me run from me,2009
2243,8.2,"['Joseph Bull', 'Luke Seomore']",-,"A quarter of British ex-soldiers sleep rough when they come home. Our guide in this film is one such man, who has since become a renowned photographer The guide in this film is an ex-British soldier, who has since become a renowned photographer. He tells the stories of British Soldiers after they come home.",64,isolation,2009
2244,6.4,['J P Chan'],"['J P', 'Chan Jo Mei']",-,15,i don't sleep i dream,2009
2245,-,Gershon Hinkson,Gershon Hinkson,"John, the victim of a recent armed robbery, begins to morph from upstanding citizen to vigilante. In an emotionally charged, chance encounter with the mugger, his once clear path of moral responsibility becomes clouded with thoughts of slighted pride and revenge that must all be resolved in a matter of moments.",18,seven breaths,2009
2246,-,['Patrick Vanden Bussche'],"['Patrick Vanden', 'Bussche Douglas Wagner']","Six Impossible Things' is a story about our beliefs, especially those of children still attempting to understand the world we live in. Growing up, we find ourselves struggling with what we should, can, and don't believe. This system of beliefs we have when we are young is a product of our situation, peers, and parenting, The film is a vision of drama, magic, and reali... Leer todo",13,six impossible things,2009
2247,7.9,Tony West,"['David Clayton', 'Rogers Tony West']","On a quiet lakeside bench, an old man tries to inspire his young granddaughter to believe that magic truly does exist. He weaves the dark fable of two men, a diner owner and a cab driver, and the fateful night their two paths intertwined. One man brought a heart full of hope, the other brought a gun. With a single gunshot, their destinies changed forever.",26,skylight,2009
2248,8.2,Bajir Cannon,Sarah Kozinn,-,15,painting abby long,2009
2249,-,['Marc D Agostino'],['Marc D Agostino'],-,23,adam and evan,2009
2250,-,['Charise M Studesville'],['Charise M Studesville'],"This is a story of the love between a father and daughter that can't last in its original pure state. As the grown-up daughter now sits at her father's bedside in his final hours, she becomes fixated upon his hands and how they have come to represent all of who he was, as a man and as a father.",10,the hands,2009
2251,,,,,,cold,2009
2252,-,Ryan Betzler,Kristen Ellison,-,7,daddy's little girl,2009
2253,-,['Samir R Patel'],['Samir R Patel'],A man navigates through a future of overwhelming security.,5,destroyer,2009
2254,-,John Stronach,Brent Tarnol,"A teenage girl's decision to lose her virginity to her boyfriend out of spite of her father, leads to a unexplainable, highly accelerated birth.",-,freight train,2009
2255,7.5,Larysa Kondracki,"['Nadia Benamara', 'Larysa Kondracki']","In the former Yugoslavia of 1997, 17-year-old Viko shares a squalid, cramped apartment with his family, all struggling for survival. His only joys are his girlfriend Lila and their dream of escaping to London. When his older brother Ivan finally offers him some black-market work, that dream suddenly seems within reach. Enlisted as a driver for his brother, Viko hopes ... Leer todo",17,viko,2009
2256,-,"['Denby Weller', 'Katie Gompertz']",Denby Weller,Sydney. Today. Your favourite cafe. Revolutions are born in coffee houses.,92,coffee,2009
2257,7.2,['Scott Floyd Lochmus'],Janice Kennedy,"During a blackout on a hot a summer night, a woman's long-suppressed rage materializes from the shadows as she confronts her philandering husband in a candlelit death-dance of seduction, suspicion, and... murder.",13,man.woman.blackbird.,2009
2258,9.4,Michael Johnson,Michael Johnson,"Brothers Incorporated takes place in Philadelphia 1963, a dynamic time period shaken by the Civil Rights movement. A young man Marcus Christianson finds himself at a crossroads. He has to choose between taking over his father's newly formed Black Mafia or leave town with his love of his life May and purse his up and coming music career.",22,brothers incorporated,2009
2259,6.9,Thomas Barnes,Thomas Barnes,"On the eve of leaving New York, Ben calls beautiful but messed-up ex wife Marlena to say goodbye. The ensuing conversation leads to one last meeting that has a devastating and unforeseeable emotional impact.",14,whales,2009
2260,-,Jeremy Adams,Jeremy Adams,A country-western troubadour tries to recapture his once former glory through a friendship with a promising young singer.,16,music city,2009
2261,-,Joel Pincosy,Joel Pincosy,-,14,rememberance,2009
2262,6.7,Eric Wobma,Eric Wobma,"A gentleman tramp, more confused than decayed, tries to find his way through the streets of Amsterdam ... and time.",9,voor een dubbeltje...,2009
2263,-,Andrew Wonder,Katya Apekina,"Overwhelmed by the fact that she will see for the first time in 24 years, Molly must make a hard decision while at dinner with her boyfriend.",8,sugar park tavern,2009
2264,9.0,Topaz Adizes,-,A young man returns home to his family for the first time in 13 years experiencing a greater divide than distance.,7,trece años,2009
2265,-,['Jared M Gordon'],['Jared M Gordon'],"Scott, a taciturn young man, encounters a woman living as a squatter in an abandoned house. She carries a life philosophy and a sinister secret that have immediate consequences on Scott, his needy girlfriend Josie, and everything around him.",39,november 31st,2009
2266,-,Lee Miller,Lee Miller,"Ben wants nothing more than to have his estranged 15-year-old daughter, Victoria, back in his life. When Victoria asks to meet with him, Ben eagerly seizes the opportunity, but quickly realizes that his daughter's reasons for coming back into his life have nothing to do with reconciliation.",12,lessons in self-defense,2009
2267,6.3,Shelley Titus,Shelley Titus,What if Monica finds out she's pregnant and tries to break the news to her Grandmother? How will her Grandmother Mabel react when she sees meets her boyfriend Toby for the first time?,-,the birds and the bees,2009
2268,7.1,Benjamin Galland,Corey Fischer,"An intimate story of a man's attempt to break through his father's defensive wall of jokes and banter, and finally have the heart-to-heart talk he's always wanted, as they go for a hike on beautiful Mt. Tam in Marin County.",11,you were great,2009
2269,-,Ben Insler,['Robert L King'],The fiery madness killed his family. His home is all that's left. He won't let them torch it. Not without a fight.,5,burn,2009
2270,6.6,['Shira Lee Shalit'],David Paterson,"Under the watchful eye of a hidden sniper, two women attempt some form of normality in their everyday lives, knowing one misstep would mean immediate death.",12,open air,2009
2271,4.9,Andrew Phillip,Andrew Phillip,"James is a 45 year old homeless man who has lost everything that ever mattered to him. He wanders the streets at night, looking for food, a place to sleep, some peace. He struggles to be part of a society that doesn't understand the pain he is going through, so he shuts everyone out. But when a small boy named Tommy reaches out to him, James is forced to take the pain... Leer todo",-,solace,2009
2272,-,Stephanie Zari,Stephanie Zari,"Hope turns to despair when a successful yet lonely woman is bombarded throughout the day of what she doesn't have, propelling her into secret acts, desperate thoughts and hard truths, magnifying her loneliness in a city full of lonely people.",15,faith alone,2009
2273,7.8,Natalie Sloan,Natalie Sloan,"A London businessman risks a ride in an illegal Eastern European minicab, which takes them on a journey of misconceptions and assumptions.",-,overseasoned,2009
2274,8.8,Kristal Williams,Marcy Holland,-,16,mind the gap,2009
2275,,,,,,the oak tree,2009
2276,7.4,"['Matt Barber', 'Matt Webb']","['Matt Barber', 'Matt Webb']","Weathered is the intimate portrait of Weather Wellington, who is caged in time by the loss of her fiancé. Retreating inside herself, Weather longs for human connection and reaches out the only way she knows how... by making doctors appointments.",18,weathered,2009
